,merchant_id,Cluster_k22_GMM_AIC_BIC
865,M_ID_0138a738aa,14
866,M_ID_01392e3ce5,1
867,M_ID_01393d2d26,1
868,M_ID_0139f8fa47,19
869,M_ID_013a922b25,1
870,M_ID_013a991f15,17
871,M_ID_013af2433c,14
872,M_ID_013b36d4fb,2
873,M_ID_013b61a9ee,6
874,M_ID_013c0f7f2f,1
875,M_ID_013c2e9221,17
876,M_ID_013cb19085,8
877,M_ID_013cdd2cfb,19
878,M_ID_013ceffe69,17
879,M_ID_013cf0a6f3,10
880,M_ID_013daf47db,15
881,M_ID_013e0ad1eb,17
882,M_ID_013eb91138,11
883,M_ID_013f1c0099,2
884,M_ID_013fb81f49,8
885,M_ID_0140464959,15
886,M_ID_01411b76d7,8
887,M_ID_0141338827,8
888,M_ID_01413e29b0,1
889,M_ID_0141968da9,17
890,M_ID_0141985d23,13
891,M_ID_01424cb3cc,13
892,M_ID_0143161aa4,2
893,M_ID_0144195e60,17
894,M_ID_01445de9c6,1
895,M_ID_01448ec42f,2
896,M_ID_0144f6bad5,17
897,M_ID_0145ffe293,17
898,M_ID_0146c5b0fc,17
899,M_ID_0147730af9,8
900,M_ID_0147c0b446,14
901,M_ID_0147e884e0,15
902,M_ID_0148087a98,8
903,M_ID_014868dc42,1
904,M_ID_0148bfde68,15
905,M_ID_0149c8ec25,2
906,M_ID_014a51c62c,13
907,M_ID_014a58ba62,6
908,M_ID_014a75a7fd,11
909,M_ID_014a8b3bae,2
910,M_ID_014aa38657,13
911,M_ID_014ad00c98,1
912,M_ID_014c453443,16
913,M_ID_014cdcf96e,1
914,M_ID_014cf1f216,2
915,M_ID_014e27aa97,8
916,M_ID_014e675009,12
917,M_ID_014f53d2d1,6
918,M_ID_014f739d51,1
919,M_ID_0151d578ff,8
920,M_ID_0152a61750,2
921,M_ID_0153a7d3b0,13
922,M_ID_0154666d3a,8
923,M_ID_015483d93c,14
924,M_ID_0154b7f958,14
925,M_ID_0155471291,8
926,M_ID_01555362af,15
927,M_ID_015609c817,16
928,M_ID_0156e34767,17
929,M_ID_015757854f,1
930,M_ID_01577efd6b,17
931,M_ID_0157893aa5,0
932,M_ID_0157edbc6b,8
933,M_ID_01580a277f,20
934,M_ID_01583ac752,9
935,M_ID_01586d5003,14
936,M_ID_01589f57ee,1
937,M_ID_0158c48518,1
938,M_ID_0159309e69,2
939,M_ID_015b26f91a,14
940,M_ID_015bf443fe,10
941,M_ID_015c641f20,7
942,M_ID_015c862e4a,2
943,M_ID_015d20df95,19
944,M_ID_015df15bd5,19
945,M_ID_015eefd824,2
946,M_ID_015ef38ea1,0
947,M_ID_015f063008,8
948,M_ID_015f4371d6,1
949,M_ID_015fcaa5b2,19
950,M_ID_015fe17bbd,16
951,M_ID_015fed07fe,1
952,M_ID_015ff18c7c,11
953,M_ID_01602c9279,8
954,M_ID_016057eee5,0
955,M_ID_01607cbaa9,8
956,M_ID_01609b1a70,11
957,M_ID_01610dec03,15
958,M_ID_0161be06f5,14
959,M_ID_01623b9385,17
960,M_ID_016390c42e,0
961,M_ID_01639d1ae9,11
962,M_ID_016461b505,0
963,M_ID_016494f7a2,13
964,M_ID_0164f8a9d9,11
965,M_ID_016537cd5f,11
966,M_ID_016560f6f0,15
967,M_ID_0165664314,15
968,M_ID_01656e733b,11
969,M_ID_016587c93e,13
970,M_ID_0166b9c662,8
971,M_ID_0167043535,14
972,M_ID_01671c78e0,8
973,M_ID_016768b028,13
974,M_ID_016776e770,17
975,M_ID_0168afc5a7,8
976,M_ID_0168e5ba78,13
977,M_ID_01690b7a6d,9
978,M_ID_01694f2e80,17
979,M_ID_0169605880,1
980,M_ID_01696e7c95,12
981,M_ID_016ab7343b,17
982,M_ID_016c8b1bc3,11
983,M_ID_016c9721e8,14
984,M_ID_016cc7d342,13
985,M_ID_016e02f0cf,19
986,M_ID_016e9ad854,13
987,M_ID_016f07b690,1
988,M_ID_016f3778cd,21
989,M_ID_016faf8e4d,11
990,M_ID_017009e3e3,13
991,M_ID_017028c5d9,14
992,M_ID_01714b08c9,14
993,M_ID_01716ed0ff,14
994,M_ID_01718e0899,13
995,M_ID_0171e7c8ba,8
996,M_ID_01725b5622,15
997,M_ID_01732fd9b6,8
998,M_ID_0173546cda,11
999,M_ID_0174017797,17
1000,M_ID_017522e692,2
1001,M_ID_0175c9f886,17
1002,M_ID_017657a866,2
1003,M_ID_017662a93c,20
1004,M_ID_01779a8b6b,8
1005,M_ID_0177c23d66,17
1006,M_ID_0178823f08,1
1007,M_ID_017919bf90,13
1008,M_ID_0179821123,1
1009,M_ID_017a1dd6bf,8
1010,M_ID_017a7f9cf6,12
1011,M_ID_017aa2f920,2
1012,M_ID_017abb0f40,15
1013,M_ID_017bb596aa,2
1014,M_ID_017bd98caa,2
1015,M_ID_017c54656a,2
1016,M_ID_017c980e5c,13
1017,M_ID_017cb63ce8,17
1018,M_ID_017d0b870b,2
1019,M_ID_017df1c0a4,1
1020,M_ID_017e286e86,8
1021,M_ID_017e42269c,8
1022,M_ID_017e558473,1
1023,M_ID_017eea46f1,11
1024,M_ID_017f288c1a,8
1025,M_ID_017f2d8f7e,1
1026,M_ID_017f799e23,13
1027,M_ID_0180a8d678,8
1028,M_ID_0180a94418,9
1029,M_ID_0180b04d42,1
1030,M_ID_0180d3119d,15
1031,M_ID_0181428293,12
1032,M_ID_0181a39e95,2
1033,M_ID_0181cc5ac0,17
1034,M_ID_0181d69c91,8
1035,M_ID_018217c55a,11
1036,M_ID_01836929c2,8
1037,M_ID_0183ec2ac9,1
1038,M_ID_0184e5bd3f,10
1039,M_ID_0184f1df73,17
1040,M_ID_01852e8b87,11
1041,M_ID_01869b2392,0
1042,M_ID_0187b47102,1
1043,M_ID_018828e277,15
1044,M_ID_01882a9089,13
1045,M_ID_01885cfb44,14
1046,M_ID_01890d4599,16
1047,M_ID_018931ccfa,8
1048,M_ID_018965929d,10
1049,M_ID_018a0e8e18,16
1050,M_ID_018a457020,11
1051,M_ID_018b2c8296,1
1052,M_ID_018b43211c,10
1053,M_ID_018c450f52,14
1054,M_ID_018d8c17a4,0
1055,M_ID_018daac6da,13
1056,M_ID_018dd0bcd1,6
1057,M_ID_018e901105,1
1058,M_ID_018ea6d660,13
1059,M_ID_018ec35875,1
1060,M_ID_018efe2275,0
1061,M_ID_018f15bf7a,17
1062,M_ID_018f43878f,2
1063,M_ID_018f5cc2a5,11
1064,M_ID_018fc3b06b,17
1065,M_ID_01905f7a88,20
1066,M_ID_01906a5532,17
1067,M_ID_0190bc2439,17
1068,M_ID_019279963d,0
1069,M_ID_019297fe08,15
1070,M_ID_0192a2f1e1,8
1071,M_ID_0192c5aa22,16
1072,M_ID_01936716ea,6
1073,M_ID_0193be4064,19
1074,M_ID_0194278c8e,2
1075,M_ID_01944560c5,8
1076,M_ID_019475b370,1
1077,M_ID_01948003f2,13
1078,M_ID_01955ae3d5,10
1079,M_ID_01958e011a,14
1080,M_ID_01967504ca,15
1081,M_ID_019677ed8c,11
1082,M_ID_0196a5253d,1
1083,M_ID_0197028aa8,15
1084,M_ID_01976b2ab6,8
1085,M_ID_01976c20e1,15
1086,M_ID_01977e2bb7,15
1087,M_ID_01978d56d4,11
1088,M_ID_01985efcf7,1
1089,M_ID_0198e8f931,17
1090,M_ID_01993dd56c,17
1091,M_ID_019a522b7f,11
1092,M_ID_019b2d9964,6
1093,M_ID_019b30b742,6
1094,M_ID_019b6911a8,2
1095,M_ID_019b7016cb,17
1096,M_ID_019bcab652,16
1097,M_ID_019bf8a579,13
1098,M_ID_019c211c54,1
1099,M_ID_019c5f1b77,10
1100,M_ID_019c66358a,16
1101,M_ID_019d7f7698,14
1102,M_ID_019d9bd2b7,12
1103,M_ID_019e269fb1,17
1104,M_ID_019e3ce92d,8
1105,M_ID_019e44d7cc,2
1106,M_ID_019e704ee3,11
1107,M_ID_019f29c4c3,13
1108,M_ID_019f3d4081,1
1109,M_ID_019f6d02fb,6
1110,M_ID_019fd97914,8
1111,M_ID_01a199af69,14
1112,M_ID_01a1b3d1cd,11
1113,M_ID_01a2230f04,1
1114,M_ID_01a31f2f27,14
1115,M_ID_01a3467e80,1
1116,M_ID_01a38c6658,2
1117,M_ID_01a39f062d,14
1118,M_ID_01a464fa4f,17
1119,M_ID_01a56bc4d6,11
1120,M_ID_01a718b3c8,14
1121,M_ID_01a8dad8bb,11
1122,M_ID_01a94727fa,15
1123,M_ID_01aa838556,17
1124,M_ID_01aa9906ec,11
1125,M_ID_01aab80653,8
1126,M_ID_01ab1ad1b6,13
1127,M_ID_01ab7d1880,1
1128,M_ID_01ac5094a9,6
1129,M_ID_01ac94b965,1
1130,M_ID_01acc0b501,17
1131,M_ID_01ace3061f,13
1132,M_ID_01acffb4a8,6
1133,M_ID_01ad032567,17
1134,M_ID_01ad40f2b5,8
1135,M_ID_01ad61195c,21
1136,M_ID_01ae0c95ea,11
1137,M_ID_01ae35d983,2
1138,M_ID_01ae442e41,13
1139,M_ID_01af59cee5,2
1140,M_ID_01afbbde10,11
1141,M_ID_01aff9f629,8
1142,M_ID_01b0e2609b,1
1143,M_ID_01b1700d57,14
1144,M_ID_01b1e85b8d,9
1145,M_ID_01b2e733ae,2
1146,M_ID_01b368328a,17
1147,M_ID_01b38f495b,0
1148,M_ID_01b3e8ca6a,14
1149,M_ID_01b40d5fee,14
1150,M_ID_01b4939827,14
1151,M_ID_01b496e97c,17
1152,M_ID_01b4bc0acb,6
1153,M_ID_01b4f78e7e,6
1154,M_ID_01b51981bf,0
1155,M_ID_01b52b82b3,8
1156,M_ID_01b54a1fbb,11
1157,M_ID_01b56f8e24,2
1158,M_ID_01b61bc351,13
1159,M_ID_01b668fc1b,14
1160,M_ID_01b7956c77,15
1161,M_ID_01b7e9b2b8,7
1162,M_ID_01b7eb4de5,11
1163,M_ID_01b803954b,6
1164,M_ID_01b8aa81bc,14
1165,M_ID_01b8fee574,2
1166,M_ID_01b8ff5ea0,16
1167,M_ID_01baf10696,11
1168,M_ID_01bb3a69c5,15
1169,M_ID_01bbd7bd9b,7
1170,M_ID_01bc0568e2,11
1171,M_ID_01bcc34019,14
1172,M_ID_01bcc79a34,2
1173,M_ID_01bcd1f858,13
1174,M_ID_01bcd93c6f,2
1175,M_ID_01bd672dab,8
1176,M_ID_01bd81a96b,5
1177,M_ID_01be0d8dd3,8
1178,M_ID_01be34da5b,14
1179,M_ID_01beac1d18,19
1180,M_ID_01beef909c,9
1181,M_ID_01bfb4b0de,1
1182,M_ID_01bfda3743,13
1183,M_ID_01c0fe441b,21
1184,M_ID_01c11a9b9e,15
1185,M_ID_01c14dd117,14
1186,M_ID_01c168908d,14
1187,M_ID_01c274a670,13
1188,M_ID_01c33e1188,13
1189,M_ID_01c344430e,15
1190,M_ID_01c4b60121,15
1191,M_ID_01c4bf2b9a,17
1192,M_ID_01c4d44c7e,8
1193,M_ID_01c50c3536,8
1194,M_ID_01c57d714b,13
1195,M_ID_01c5b67132,8
1196,M_ID_01c6bb8b1f,15
1197,M_ID_01c6cf04f2,0
1198,M_ID_01c6daa114,13
1199,M_ID_01c72eb328,1
1200,M_ID_01c73fb780,8
1201,M_ID_01c84f4955,11
1202,M_ID_01c85b077c,11
1203,M_ID_01c8b738cb,6
1204,M_ID_01c8ccb063,16
1205,M_ID_01c9516f1a,13
1206,M_ID_01c95210b9,21
1207,M_ID_01c9aebfb9,0
1208,M_ID_01c9bbb88e,2
1209,M_ID_01c9f52c0c,8
1210,M_ID_01c9fac8b1,8
1211,M_ID_01ca2373e5,15
1212,M_ID_01ca40813d,15
1213,M_ID_01cab48fa6,1
1214,M_ID_01cb16f246,17
1215,M_ID_01cb77b57c,17
1216,M_ID_01cb9fd071,14
1217,M_ID_01cc68798d,17
1218,M_ID_01ccc8d521,13
1219,M_ID_01cce18040,15
1220,M_ID_01cd44c759,6
1221,M_ID_01cd97642b,1
1222,M_ID_01cdc1ba64,15
1223,M_ID_01ce0252fc,11
1224,M_ID_01ce4c1dc6,15
1225,M_ID_01ce52017f,2
1226,M_ID_01ce5431d4,8
1227,M_ID_01cf173edc,14
1228,M_ID_01cf2897f6,11
1229,M_ID_01cf2c616b,6
1230,M_ID_01cf485626,16
1231,M_ID_01cf8c8792,2
1232,M_ID_01cf974060,14
1233,M_ID_01cfd8bbfd,15
1234,M_ID_01d0afe893,0
1235,M_ID_01d10892f1,0
1236,M_ID_01d1e50df8,2
1237,M_ID_01d20b0178,6
1238,M_ID_01d217e599,1
1239,M_ID_01d3909ea3,0
1240,M_ID_01d3f4a15f,6
1241,M_ID_01d4002183,17
1242,M_ID_01d4a0705d,15
1243,M_ID_01d4bbcd10,11
1244,M_ID_01d4dcf525,8
1245,M_ID_01d55e4b16,1
1246,M_ID_01d5f2c60e,13
1247,M_ID_01d6cee8f8,12
1248,M_ID_01d7abd691,1
1249,M_ID_01d7b18aed,0
1250,M_ID_01d7f3d679,11
1251,M_ID_01d8727601,2
1252,M_ID_01d88e4e08,2
1253,M_ID_01d89fa7da,8
1254,M_ID_01d93104ec,13
1255,M_ID_01d9a70496,2
1256,M_ID_01d9aef2ed,17
1257,M_ID_01da19dce5,8
1258,M_ID_01da2b6253,14
1259,M_ID_01da404a22,16
1260,M_ID_01da61e8d2,14
1261,M_ID_01da942019,13
1262,M_ID_01db1e0daa,6
1263,M_ID_01db437d86,0
1264,M_ID_01db507202,13
1265,M_ID_01dbb7b3bd,11
1266,M_ID_01dbf95899,0
1267,M_ID_01dc250174,14
1268,M_ID_01dc5129e9,1
1269,M_ID_01dcca3ef5,16
1270,M_ID_01dd4ba55c,0
1271,M_ID_01dd8ba4ca,16
1272,M_ID_01ddfcca79,14
1273,M_ID_01de3ffdc8,0
1274,M_ID_01dfadfac1,2
1275,M_ID_01e00fd6fc,15
1276,M_ID_01e177b152,8
1277,M_ID_01e1a25ea7,6
1278,M_ID_01e1b7b4f3,13
1279,M_ID_01e1be534c,17
1280,M_ID_01e2cc762e,9
1281,M_ID_01e2d5a31d,13
1282,M_ID_01e319eac8,0
1283,M_ID_01e3a66714,2
1284,M_ID_01e3cb520d,13
1285,M_ID_01e48ff476,20
1286,M_ID_01e6199b56,13
1287,M_ID_01e6936a8f,14
1288,M_ID_01e72224f6,8
1289,M_ID_01e812a257,8
1290,M_ID_01e8202eb2,11
1291,M_ID_01e853b4d4,8
1292,M_ID_01e87c6321,17
1293,M_ID_01e9178a01,2
1294,M_ID_01e95f6d21,14
1295,M_ID_01e96d2e9f,17
1296,M_ID_01e9842ad4,1
1297,M_ID_01ea35cd6f,1
1298,M_ID_01eb018b66,1
1299,M_ID_01eba1b4a7,13
1300,M_ID_01ec15e3bb,11
1301,M_ID_01ec5791e6,2
1302,M_ID_01ec7c5e87,1
1303,M_ID_01ecabd145,13
1304,M_ID_01ecc1c310,1
1305,M_ID_01ed4bdfd3,1
1306,M_ID_01ed50bb1a,15
1307,M_ID_01eda316ef,17
1308,M_ID_01ee87c6bf,15
1309,M_ID_01ee8fa351,16
1310,M_ID_01eea1cf11,15
1311,M_ID_01ef312f6c,13
1312,M_ID_01f0d0c640,11
1313,M_ID_01f0db93fc,13
1314,M_ID_01f0fedaab,1
1315,M_ID_01f191c114,17
1316,M_ID_01f1fc2d0a,13
1317,M_ID_01f2c78fcb,13
1318,M_ID_01f3167547,8
1319,M_ID_01f3582b55,0
1320,M_ID_01f374d1d5,14
1321,M_ID_01f3980256,2
1322,M_ID_01f3fd7220,12
1323,M_ID_01f431a803,2
1324,M_ID_01f44c1d02,6
1325,M_ID_01f4d2e48f,13
1326,M_ID_01f4e277b0,14
1327,M_ID_01f517be79,8
1328,M_ID_01f5210e96,0
1329,M_ID_01f531a4dc,1
1330,M_ID_01f5701acc,13
1331,M_ID_01f5a2705b,13
1332,M_ID_01f5ccb4c3,10
1333,M_ID_01f5d92dd1,8
1334,M_ID_01f5f27fc2,16
1335,M_ID_01f60bfba9,17
1336,M_ID_01f68a60f4,16
1337,M_ID_01f7253135,17
1338,M_ID_01f7dfee99,1
1339,M_ID_01f82bdd73,1
1340,M_ID_01f971ec8d,8
1341,M_ID_01fa086721,8
1342,M_ID_01fb9355c0,8
1343,M_ID_01fbfaa5d4,1
1344,M_ID_01fca4e080,11
1345,M_ID_01fca816a1,13
1346,M_ID_01ff0079ae,8
1347,M_ID_01ff072955,0
1348,M_ID_01ff105029,15
1349,M_ID_01ff310094,17
1350,M_ID_01ffbda5dd,14
1351,M_ID_020058e093,8
1352,M_ID_0201d01ace,13
1353,M_ID_0202292ecd,8
1354,M_ID_0202376b99,15
1355,M_ID_020270562a,1
1356,M_ID_020290b12b,13
1357,M_ID_0202f614e6,0
1358,M_ID_02038c8442,15
1359,M_ID_02040115cd,12
1360,M_ID_02047f8fcd,1
1361,M_ID_0204f30d88,8
1362,M_ID_0205533647,16
1363,M_ID_0205ec1c00,15
1364,M_ID_020622e1c2,17
1365,M_ID_02064d4576,1
1366,M_ID_020669c63a,13
1367,M_ID_020696d50f,13
1368,M_ID_020725a739,1
1369,M_ID_020755d411,8
1370,M_ID_020894ddf6,11
1371,M_ID_02089c33b9,15
1372,M_ID_0208d64426,1
1373,M_ID_0208ed37bb,1
1374,M_ID_0208f5a2e2,6
1375,M_ID_020912bc3c,13
1376,M_ID_02092ed573,8
1377,M_ID_020974194b,2
1378,M_ID_020a0475e7,16
1379,M_ID_020aea0d42,2
1380,M_ID_020b5a5f2d,13
1381,M_ID_020bfff7ba,17
1382,M_ID_020c4d9106,21
1383,M_ID_020c6750ac,15
1384,M_ID_020d231a1b,17
1385,M_ID_020d65db0a,1
1386,M_ID_020d76ecc9,2
1387,M_ID_020da09aa0,17
1388,M_ID_020dc589a6,17
1389,M_ID_020e33acd6,8
1390,M_ID_020ea5cf85,0
1391,M_ID_020eb20f7e,17
1392,M_ID_020f2a2828,14
1393,M_ID_020f57a502,0
1394,M_ID_020f78c9dc,2
1395,M_ID_020fa7b63a,6
1396,M_ID_0210305ea6,8
1397,M_ID_0210a90d1d,15
1398,M_ID_0210abecdc,1
1399,M_ID_02119cc2c6,20
1400,M_ID_0211cb6d55,9
1401,M_ID_0212c9ad0a,1
1402,M_ID_021481a38e,15
1403,M_ID_0214c8965a,1
1404,M_ID_0214e5c965,1
1405,M_ID_0215225fab,2
1406,M_ID_0215cdf3f4,1
1407,M_ID_0215ffeed4,8
1408,M_ID_021616aad9,6
1409,M_ID_0216535127,8
1410,M_ID_02167f0898,6
1411,M_ID_0217060388,0
1412,M_ID_02170b57e5,1
1413,M_ID_0217620bdb,13
1414,M_ID_021774473c,8
1415,M_ID_0217bb5597,17
1416,M_ID_02181b730e,11
1417,M_ID_0218c8e5a6,2
1418,M_ID_0218f7c280,0
1419,M_ID_0219b00f4e,11
1420,M_ID_021a1dbd5c,19
1421,M_ID_021a953b3d,8
1422,M_ID_021acbae78,2
1423,M_ID_021ad30b8a,8
1424,M_ID_021b12b2aa,0
1425,M_ID_021b1d129d,17
1426,M_ID_021b3386af,11
1427,M_ID_021b34474e,16
1428,M_ID_021b9a49e7,8
1429,M_ID_021bbac475,15
1430,M_ID_021bfcc0cf,11
1431,M_ID_021c3c31e2,8
1432,M_ID_021c4ff068,13
1433,M_ID_021ccec416,13
1434,M_ID_021d0d73de,14
1435,M_ID_021e04ed15,17
1436,M_ID_021eae0125,8
1437,M_ID_021ee86563,7
1438,M_ID_021ef7bfed,12
1439,M_ID_021f24b86e,16
1440,M_ID_021f2a9cb7,8
1441,M_ID_021fe14c1b,16
1442,M_ID_02200f327c,13
1443,M_ID_02201503c2,13
1444,M_ID_02201bb6a4,0
1445,M_ID_02206ff008,8
1446,M_ID_02209a5d2d,11
1447,M_ID_0220c0169b,9
1448,M_ID_02213801d2,17
1449,M_ID_0221632f88,8
1450,M_ID_022180cf6c,14
1451,M_ID_0221a02972,13
1452,M_ID_022218c9ee,15
1453,M_ID_0222387cb8,14
1454,M_ID_022374fd2f,17
1455,M_ID_0223a819a5,11
1456,M_ID_0223aa3bf9,17
1457,M_ID_022647a832,15
1458,M_ID_02269240e3,1
1459,M_ID_0226a42c8b,15
1460,M_ID_02278fc55d,2
1461,M_ID_0227db6ae9,0
1462,M_ID_0229c69265,1
1463,M_ID_022b0c072a,1
1464,M_ID_022b650f8f,12
1465,M_ID_022b6b24ec,13
1466,M_ID_022b7fdc42,14
1467,M_ID_022bad3e36,6
1468,M_ID_022cd98e48,14
1469,M_ID_022d538717,13
1470,M_ID_022d7dd26c,17
1471,M_ID_022df93237,17
1472,M_ID_022e4decde,17
1473,M_ID_022ee04446,0
1474,M_ID_022f4827fa,0
1475,M_ID_022f94e5df,16
1476,M_ID_022ff0fd50,8
1477,M_ID_0230931a47,2
1478,M_ID_0230c6f509,2
1479,M_ID_0231545045,0
1480,M_ID_02315aa39e,13
1481,M_ID_02319853c1,1
1482,M_ID_0231a8b43c,9
1483,M_ID_0232164fe5,14
1484,M_ID_0232881153,17
1485,M_ID_0232e4c647,1
1486,M_ID_0233693cfe,14
1487,M_ID_023443f6e9,13
1488,M_ID_0235b83e64,7
1489,M_ID_0236e3775d,17
1490,M_ID_0236e66357,0
1491,M_ID_0237124581,15
1492,M_ID_0237b97068,14
1493,M_ID_0239134c4e,14
1494,M_ID_02396013d8,1
1495,M_ID_023a9d4828,17
1496,M_ID_023ae5bff8,17
1497,M_ID_023aeb259f,1
1498,M_ID_023b070556,8
1499,M_ID_023bce2b8e,11
1500,M_ID_023c09d2d4,1
1501,M_ID_023c4e5d62,1
1502,M_ID_023c65bf5c,10
1503,M_ID_023c98537d,1
1504,M_ID_023d00a588,10
1505,M_ID_023de4b92c,17
1506,M_ID_023e3ed95c,2
1507,M_ID_023f26c994,15
1508,M_ID_023f7e20a1,16
1509,M_ID_023f836c47,2
1510,M_ID_023fd1cb0e,8
1511,M_ID_023fe2ffe1,15
1512,M_ID_023fe33a01,2
1513,M_ID_024000097e,11
1514,M_ID_0240499cc2,2
1515,M_ID_024089070e,15
1516,M_ID_024099f86d,10
1517,M_ID_0240ac0cbb,8
1518,M_ID_0240c46acd,1
1519,M_ID_02410a8c89,15
1520,M_ID_02414c1bfa,10
1521,M_ID_02418a72c8,8
1522,M_ID_024236b26d,11
1523,M_ID_024284f3fb,20
1524,M_ID_0242e7ab89,9
1525,M_ID_024351017b,2
1526,M_ID_0243a7c300,17
1527,M_ID_0243cc788f,8
1528,M_ID_0244b98c6e,1
1529,M_ID_0244cf8e40,15
1530,M_ID_0245097771,0
1531,M_ID_024595b1e5,11
1532,M_ID_0245cd3ab9,1
1533,M_ID_0245eb2470,2
1534,M_ID_02467cdfde,17
1535,M_ID_02468aa018,8
1536,M_ID_02469d4fa6,14
1537,M_ID_0246ec33e8,0
1538,M_ID_02472b6b2e,0
1539,M_ID_02473952cb,16
1540,M_ID_024764fc1a,13
1541,M_ID_02485629c5,8
1542,M_ID_02487f194e,1
1543,M_ID_0248d41bf0,2
1544,M_ID_024915caf9,13
1545,M_ID_02492b69b9,1
1546,M_ID_024930d840,19
1547,M_ID_02494a8003,15
1548,M_ID_0249d22263,17
1549,M_ID_0249d276f6,0
1550,M_ID_024a2571a2,6
1551,M_ID_024a515f27,15
1552,M_ID_024d66e7b6,1
1553,M_ID_024dabc01b,17
1554,M_ID_024de0a78b,2
1555,M_ID_024e05cac8,16
1556,M_ID_024ea6106f,17
1557,M_ID_024f529f70,0
1558,M_ID_024f886b58,16
1559,M_ID_024fb162d7,10
1560,M_ID_024fb90e85,17
1561,M_ID_025011f890,2
1562,M_ID_0250508f26,8
1563,M_ID_0251759cc8,14
1564,M_ID_02522d7f87,17
1565,M_ID_02526b891f,6
1566,M_ID_0252b86100,13
1567,M_ID_0252c1914a,11
1568,M_ID_02531be7b4,17
1569,M_ID_025332e804,13
1570,M_ID_02545a075e,8
1571,M_ID_0254af75ac,14
1572,M_ID_0254bcb3e2,6
1573,M_ID_025594b2ae,2
1574,M_ID_0255ff3ec8,8
1575,M_ID_02561972e3,13
1576,M_ID_02562c7e69,8
1577,M_ID_025681a77f,17
1578,M_ID_0256986776,13
1579,M_ID_0256e83f50,15
1580,M_ID_0256fc9717,2
1581,M_ID_025822de0e,15
1582,M_ID_02585206b0,15
1583,M_ID_025855c5ce,1
1584,M_ID_0258ebcd91,13
1585,M_ID_0259243aca,1
1586,M_ID_02594067af,10
1587,M_ID_02594b1bb8,15
1588,M_ID_02599b9d7c,12
1589,M_ID_0259fce7ba,11
1590,M_ID_025a37e1aa,16
1591,M_ID_025a75cd20,8
1592,M_ID_025b0a173b,13
1593,M_ID_025b86cb0d,0
1594,M_ID_025bb0e805,1
1595,M_ID_025d297a8b,13
1596,M_ID_025da24e47,6
1597,M_ID_025de33ed1,17
1598,M_ID_025e57ba78,16
1599,M_ID_025ed6bdd7,17
1600,M_ID_025ed6e8b5,2
1601,M_ID_025f154069,14
1602,M_ID_025f6d42ba,1
1603,M_ID_025fbf12e0,13
1604,M_ID_0260270959,10
1605,M_ID_026078098d,13
1606,M_ID_0260c0d720,15
1607,M_ID_02611b2979,13
1608,M_ID_02612dac41,20
1609,M_ID_02614a040c,17
1610,M_ID_02616e809a,14
1611,M_ID_026252694c,21
1612,M_ID_0262bf62a0,15
1613,M_ID_02634ed37e,15
1614,M_ID_0264296eeb,8
1615,M_ID_02651362c8,13
1616,M_ID_02659a3ec9,2
1617,M_ID_0265d7ff45,7
1618,M_ID_0265eb9030,14
1619,M_ID_02665c1fa2,6
1620,M_ID_0266782927,1
1621,M_ID_0266c50c8f,8
1622,M_ID_0266cc38d4,8
1623,M_ID_026779523a,0
1624,M_ID_0267fb616a,10
1625,M_ID_026800360c,0
1626,M_ID_0268024f24,13
1627,M_ID_026843b430,8
1628,M_ID_0268d6bcc1,6
1629,M_ID_0268dafcdb,13
1630,M_ID_02699e1d5e,8
1631,M_ID_0269a4d831,17
1632,M_ID_026a356418,8
1633,M_ID_026aea0a47,11
1634,M_ID_026c467e07,1
1635,M_ID_026c8f719f,8
1636,M_ID_026cde2367,17
1637,M_ID_026d386983,9
1638,M_ID_026d87c61e,21
1639,M_ID_026db8ae40,14
1640,M_ID_026dcdacd5,0
1641,M_ID_026e3564a0,2
1642,M_ID_026eb5470e,13
1643,M_ID_026f669824,13
1644,M_ID_026fd603d3,1
1645,M_ID_027049c658,11
1646,M_ID_0270531e95,1
1647,M_ID_027070f688,13
1648,M_ID_0270a416c2,13
1649,M_ID_0270c71b0b,8
1650,M_ID_02713c8b0f,1
1651,M_ID_027175ca14,13
1652,M_ID_02720650f1,16
1653,M_ID_0272348bf2,11
1654,M_ID_0272380a79,11
1655,M_ID_0272737acc,8
1656,M_ID_0272b5b8c5,14
1657,M_ID_0272bad97e,13
1658,M_ID_027339addb,17
1659,M_ID_027344cb51,1
1660,M_ID_0273f0e14e,11
1661,M_ID_02746a9c1c,1
1662,M_ID_0275b09a6f,8
1663,M_ID_0275c95877,17
1664,M_ID_02760a3d40,0
1665,M_ID_027680cad2,15
1666,M_ID_0276bff55d,0
1667,M_ID_0277a722c3,17
1668,M_ID_0277e6e551,13
1669,M_ID_0277e91805,2
1670,M_ID_02784e328b,14
1671,M_ID_027860e1f2,20
1672,M_ID_0278bf0c17,11
1673,M_ID_0278d75d65,17
1674,M_ID_02790524ef,14
1675,M_ID_027955b144,2
1676,M_ID_02796e88de,16
1677,M_ID_0279ac616f,8
1678,M_ID_0279ae7f60,15
1679,M_ID_0279bf477d,0
1680,M_ID_027ac62747,13
1681,M_ID_027b3ec5c0,15
1682,M_ID_027b9ea17d,16
1683,M_ID_027c4e1cfa,16
1684,M_ID_027c60b3cd,13
1685,M_ID_027ca9f484,1
1686,M_ID_027d24d149,16
1687,M_ID_027d4937d8,10
1688,M_ID_027d618040,7
1689,M_ID_027da8692d,17
